text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Sandfeuchteabweichung Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,18,26,13,21,11,15
Röntgenprüfung zeigt Kokillenriss in Zone Kernschale Verschleiß,8,13,15,51,43,30,5,7,10,7,10,19,51,19,34,12,28,5
Härteprüfung Sandbindermangel Sandbindermangel vs Sandbindermangel Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,-1,0,38
Sandfeuchte HandlingSchaden außerhalb Toleranz,0,0,0,10,8,-1,9,2,2,14,12,14,29,109,22,77,-1,56
Qualitätsabweichung Lunker Kernschale Verschleiß ¦ Raueit Ra ¦ konform,3,3,17,45,39,25,2,7,0,7,0,7,38,62,26,47,20,31
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Normabweichung,1,10,10,18,14,10,5,3,10,3,10,3,-1,12,-1,10,-1,4
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Kaltlauf±Lunkermm ¦ Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Sandfeuchte Sandausbruch außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,40,36,23,0,0,14,0,14,0,-1,50,-1,41,-1,29
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,73,63,47,6,4,6,0,15,0,1,-1,1,-1,1,-1
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Kernbruch ¦ Ursache Sandbindermangel ¦ Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Qualitätsabweichung Lunker Kaltlauf Porosität Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kernschale Verschleiß,1,1,1,9,7,6,5,7,10,7,5,19,23,29,-1,19,-1,12
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil Schleifnacharbeit notwendig,1,1,16,82,71,50,5,1,10,1,5,1,-1,73,-1,57,-1,41
Legierungsabweichung Mg HandlingSchaden vs Soll Sandausbruch,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Legierungsabweichung Ti Sandbindermangel vs Soll Kernschale Verschleiß,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Härteprüfung Kaltlauf Lunker vs Sandausbruch Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Prüfbericht Kernreparatur läuft,0,0,0,40,36,23,2,0,0,0,0,0,41,50,29,41,23,29
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Porosität,7,7,7,49,41,28,5,9,10,9,10,9,53,55,35,36,29,24
Spektralanalyse zeigt SiMangel Charge Prüfbericht,1,12,12,2,1,0,9,3,9,3,9,17,15,11,12,7,10,2
Sandfeuchte Sandausbruch außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,40,36,23,0,0,14,0,14,0,-1,50,-1,41,-1,29
Gasporosität an Getriebegehäuse Charge Normabweichung Kernreparatur läuft,8,8,8,60,49,34,0,6,11,6,14,6,25,39,18,30,15,21
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation,1,14,14,1,2,1,9,5,2,5,2,15,56,112,38,82,30,60
Ausschuss Funktionstest an Zylinderkopf ¦ Ursache Kernschale Verschleiß Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Sandfeuchte HandlingSchaden außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß Schleifnacharbeit notwendig,8,8,15,47,40,27,2,6,0,6,0,6,-1,17,29,15,23,7
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Nacharbeit gemäß,5,5,16,-1,-1,-1,7,9,7,9,19,9,48,59,32,25,-1,17
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch,5,10,15,43,25,19,5,4,2,4,2,7,56,23,38,16,30,8
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung,0,0,0,40,36,23,2,0,14,0,0,0,39,50,26,41,20,29
Ausschuss Maßhaltigkeit an Radträger Ursache Sandbindermangel,3,3,3,-1,-1,-1,9,5,12,5,12,5,24,96,17,73,14,50
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Kernschale Verschleißmm konform,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Bearbeitungsfehler Sandausbruch Sandausbruch Teil Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung,0,0,0,40,36,23,2,0,14,0,0,0,39,50,26,41,20,29
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift,1,12,12,37,33,22,5,0,5,6,19,6,40,80,-1,54,-1,39
Formdruckabweichung Lunker vs Sandausbruch Form Nacharbeit gemäß,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,12,26,-1,21,-1,15
Maßabweichung Sandausbruch Lunkermm vs HandlingSchaden±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,127,0,39,0,27
Formdruckabweichung Lunker vs Sandausbruch Form Verdacht Formüberhitzung,5,11,11,26,22,17,5,9,2,9,2,18,-1,106,39,74,31,53
Formdruckabweichung Kernschale Verschleiß vs HandlingSchaden Form,1,11,11,25,21,16,5,9,5,9,19,18,40,107,-1,74,-1,53
Ausschuss Materialfehler an Radträger Ursache Lunker,3,3,3,87,75,54,2,5,0,5,0,5,-1,96,29,73,23,50
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Formüberhitzung,0,10,17,15,11,9,4,5,12,13,12,13,-1,75,-1,59,-1,-1
Qualitätsabweichung Sandausbruch Kaltlauf Raueit Ra,3,3,17,45,39,25,2,7,0,7,18,7,-1,62,-1,47,27,31
Sandausbruch an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,35,100,27,66,21,48
Röntgenprüfung zeigt Kokillenriss in Zone Lunker Normabweichung,8,13,15,51,43,30,5,7,10,7,10,19,51,19,34,12,28,5
Bearbeitungsfehler Sandausbruch Sandbindermangel Teil Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Röntgenprüfung zeigt Gasporosität in Zone Kaltlauf,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Prüfbericht Nacharbeit gemäß,1,14,14,1,2,1,9,5,2,5,2,15,56,113,38,82,30,60
Legierungsabweichung Si Lunker vs Soll Sandbindermangel Verdacht Sandfeuchteabweichung,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandausbruch,5,5,5,31,28,7,9,1,9,13,17,13,37,88,28,64,22,46
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf nicht konform,1,1,1,8,5,4,5,6,5,1,19,16,58,65,40,-1,33,-1
Qualitätsabweichung Lunker Kernschale Verschleiß Porosität,7,7,7,49,41,28,5,9,10,9,10,9,-1,55,-1,36,-1,24
Bearbeitungsfehler Kaltlauf Lunker Teil Verdacht Formüberhitzung,1,1,16,-1,-1,-1,8,1,8,1,8,1,-1,73,-1,57,5,41
Maßabweichung Sandausbruch Kernschale Verschleißmm vs HandlingSchaden±Lunkermm Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,15,64,12,49,10,34
Härteprüfung Kernschale Verschleiß Sandbindermangel vs Kernschale Verschleiß Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Kernbruch Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,3,3,17,88,76,55,0,1,10,1,5,1,31,74,23,58,18,42
Härteprüfung Kaltlauf HandlingSchaden vs HandlingSchaden ¦ Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung,5,5,5,5,3,2,9,2,9,14,9,14,15,43,12,35,10,18
Spektralanalyse zeigt MgMangel Charge,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Verdacht Legierungsdrift Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,12,26,-1,21,-1,15
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Sandausbruch±HandlingSchadenmm Chargenanalyse C Si Kernreparatur läuft,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Ausschuss Materialfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Prüfbericht Nacharbeit gemäß,6,6,6,50,42,-1,9,1,12,13,12,17,-1,9,-1,9,-1,-1
Bearbeitungsfehler Kernschale Verschleiß Sandbindermangel Teil nicht konform,5,5,16,-1,72,51,5,5,2,5,2,15,60,115,39,76,31,55
Maßabweichung Lunker Kernschale Verschleißmm vs Sandausbruch±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Qualitätsabweichung Sandausbruch Sandausbruch Raueit Ra Kernreparatur läuft,3,3,17,45,39,25,2,7,0,7,18,7,55,62,37,47,27,31
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung,6,6,18,77,66,48,0,6,14,6,0,6,39,40,26,30,20,21
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Legierungsdrift Nacharbeit gemäß,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Kernbruch Ursache Sandbindermangel Normabweichung,5,5,16,85,73,52,7,9,5,9,19,9,-1,60,-1,25,-1,17
Sandfeuchte Sandausbruch außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß ¦ Form,5,11,11,38,34,12,7,5,7,13,7,13,-1,120,-1,85,-1,49
Spektralanalyse zeigt CuMangel Charge Prüfbericht Wärmenachbehandlung eingeleitet,1,12,12,20,16,13,5,2,10,9,10,18,53,104,35,80,29,59
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Bearbeitungsfehler Lunker Kernschale Verschleiß Teil Normabweichung,1,1,16,85,73,52,8,9,13,9,5,9,-1,60,-1,25,-1,17
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandausbruch Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Sandfeuchte Kaltlauf außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,16,12,-1,2,2,0,14,0,14,-1,36,-1,31,-1,18
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation,1,14,14,1,2,1,9,5,2,5,2,15,56,112,38,82,30,60
Sandfeuchte Lunker außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Härteprüfung Sandbindermangel Kaltlauf vs Lunker teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel konform Kernreparatur läuft,8,13,15,51,43,30,5,7,5,7,10,19,-1,18,-1,12,-1,5
Maßabweichung HandlingSchaden Kaltlaufmm vs Sandausbruch±Kernschale Verschleißmm Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Qualitätsabweichung Sandbindermangel Lunker Dickenmaß Normabweichung Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Ausschuss Materialfehler an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C nicht konform Wärmenachbehandlung eingeleitet,6,6,6,50,42,-1,2,1,2,13,18,17,-1,9,-1,9,-1,-1
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Kernschale Verschleiß±Sandausbruchmm Prüfbericht Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Bearbeitungsfehler Kaltlauf Sandbindermangel Teil Normabweichung Kernreparatur läuft,5,5,16,-1,72,51,5,5,5,5,19,15,58,116,40,76,33,55
Qualitätsabweichung Sandausbruch Lunker Dickenmaß,7,7,7,55,47,32,7,9,7,9,17,9,-1,56,-1,37,-1,25
Härteprüfung Lunker Sandausbruch vs Kernschale Verschleiß Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Verdacht Formüberhitzung,5,5,5,45,39,25,9,4,9,0,17,0,46,85,31,67,25,44
Qualitätsabweichung Sandausbruch Kaltlauf Porosität,7,7,7,49,41,28,2,9,2,9,2,18,-1,103,-1,79,-1,58
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form teilkonform,5,11,11,38,34,12,7,5,7,13,7,13,13,111,10,-1,8,49
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Normabweichung,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Schmelzofen Holding Furnace TempAbweichung °C Gießparameter optimiert,6,6,19,46,-1,-1,4,2,4,14,4,14,-1,77,13,45,11,32
Bearbeitungsfehler Lunker Sandausbruch Teil Wärmenachbehandlung eingeleitet,5,5,16,90,72,51,5,5,5,5,19,15,-1,115,-1,76,-1,55
Härteprüfung Kernschale Verschleiß Kernschale Verschleiß vs Kaltlauf Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Kernschale Verschleiß±Sandausbruchmm Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Maßabweichung Sandausbruch Lunkermm vs HandlingSchaden±Sandbindermangelmm Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Härteprüfung Lunker Kaltlauf vs Lunker Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs Sandausbruch±Kaltlaufmm ¦ Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Kaltlauf an Getriebegehäuse Charge Prüfbericht,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Bearbeitungsfehler Lunker Lunker Teil,1,1,16,82,71,50,5,1,10,1,10,1,51,73,34,57,28,41
Oberflächenrauheit Lunker außerhalb Spezifikation Prüfbericht,1,1,1,11,9,8,2,6,0,6,18,6,-1,38,-1,29,-1,20
Sandfeuchte Lunker außerhalb Toleranz,0,0,0,27,23,18,2,9,0,9,18,9,50,35,33,28,26,19
Röntgenprüfung zeigt Gasporosität in Zone Kaltlauf,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,83,61,44,9,8,9,8,17,8,21,5,15,0,13,0
Legierungsabweichung Mg HandlingSchaden vs Soll Lunker Prüfbericht Kernreparatur läuft,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Maßabweichung Sandausbruch Kernschale Verschleißmm vs Sandbindermangel±Sandausbruchmm Prüfbericht Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Legierungsabweichung Ti Lunker vs Soll Kaltlauf Nacharbeit gemäß,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,18,31,13,26,11,13
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandbindermangel Verdacht Legierungsdrift Nacharbeit gemäß,5,5,5,31,28,7,7,1,7,13,17,13,-1,87,-1,64,-1,46
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel teilkonform,8,13,15,51,43,30,5,7,5,7,10,19,-1,18,-1,12,-1,5
Formdruckabweichung Lunker vs Sandausbruch Form Wärmenachbehandlung eingeleitet,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Schmelzofen Schmelzofen TempAbweichung °C Kernreparatur läuft,6,6,6,71,60,43,5,0,2,0,2,0,-1,91,-1,68,32,44
Härteprüfung Sandbindermangel Lunker vs Sandausbruch,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Formdruckabweichung Lunker vs Sandausbruch Form Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Härteprüfung Sandbindermangel Sandausbruch vs HandlingSchaden Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,-1,0,38
Formdruckabweichung Sandausbruch vs Kaltlauf Form Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,-1,53,-1,44,-1,30
Spektralanalyse zeigt MgMangel Charge,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch konform,5,5,5,14,10,7,9,5,9,5,17,5,-1,95,31,72,25,50
Bearbeitungsfehler Kernschale Verschleiß HandlingSchaden Teil Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Sandfeuchte Sandausbruch außerhalb Toleranz konform,0,0,0,41,37,24,2,3,0,3,16,17,-1,25,-1,20,-1,14
Ausschuss Oberflächenfehler an Getriebegehäuse Ursache Legierungsabweichung Si Verdacht Sandfeuchteabweichung Schleifnacharbeit notwendig,3,3,17,28,24,-1,5,5,10,5,10,5,-1,90,-1,71,-1,50
Maßabweichung HandlingSchaden Sandbindermangelmm vs Kernschale Verschleiß±Lunkermm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Härteprüfung HandlingSchaden Sandausbruch vs Lunker Chargenanalyse C Si Gießparameter optimiert,8,8,8,66,55,39,0,2,14,2,14,2,25,48,18,38,15,-1
Schmelzofen Schmelzofen TempAbweichung °C Schleifnacharbeit notwendig,6,6,6,71,60,43,5,0,10,0,10,0,52,91,35,68,29,44
Spektralanalyse zeigt CuMangel Charge Normabweichung Kernreparatur läuft,1,12,12,20,16,13,5,2,10,9,10,18,-1,104,-1,80,-1,59
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs Sandbindermangel±Sandbindermangelmm teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Verdacht Formüberhitzung Nacharbeit gemäß,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Lunker Schleifnacharbeit notwendig,5,5,5,31,28,7,7,1,7,13,17,13,37,87,28,64,22,46
Spektralanalyse zeigt SiMangel Charge Gießparameter optimiert,9,9,8,48,-1,-1,4,2,4,14,4,14,18,68,13,45,11,32
Qualitätsabweichung HandlingSchaden Sandbindermangel Porosität Normabweichung Kernreparatur läuft,7,7,7,49,41,28,9,9,2,9,2,18,56,103,38,79,30,58
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Prüfbericht Kernreparatur läuft,1,14,14,1,2,1,2,5,2,5,2,15,-1,113,-1,82,32,60
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Prüfbericht,0,0,0,40,36,23,2,0,0,0,0,0,41,50,29,41,23,29
Qualitätsabweichung Lunker Sandbindermangel Dickenmaß Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kernschale Verschleiß,1,1,1,9,7,6,5,7,10,7,5,19,31,30,23,19,18,12
Legierungsabweichung Si Sandbindermangel vs Soll Sandausbruch Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,16,1,-1,66,-1,51,-1,-1
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel Wärmenachbehandlung eingeleitet,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Spektralanalyse zeigt SiMangel Charge Chargenanalyse Mg Ti Nacharbeit gemäß,1,12,12,36,32,21,0,2,11,14,11,14,34,42,25,34,19,18
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz teilkonform Wärmenachbehandlung eingeleitet,0,0,0,40,36,23,2,0,0,0,0,0,-1,50,26,41,20,29
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Prüfbericht,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,97,2,50,2,36
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Raueit Ra,3,3,17,45,39,25,2,7,2,7,18,7,-1,62,-1,47,32,31
Ausschuss Oberflächenfehler an Radträger Ursache Sandausbruch,3,3,3,87,75,54,2,5,0,5,16,5,42,96,29,73,23,50
Kernbruch Ursache Sandbindermangel Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Schleifnacharbeit notwendig,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Ausschuss Materialfehler an Radträger Ursache Kernschale Verschleiß,3,3,3,87,75,54,0,5,14,5,14,5,-1,96,-1,73,-1,50
Formversatz an Zylinderkopf Charge Prüfbericht,8,8,8,67,56,39,0,6,14,6,14,16,25,83,18,63,15,45
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Formversatz an Radträger Charge nicht konform,8,8,8,67,56,39,0,6,14,6,14,16,25,83,18,63,15,45
Röntgenprüfung zeigt Kaltlauf in Zone Kaltlauf Gießparameter optimiert,9,9,15,52,44,29,4,1,4,1,4,1,18,52,13,43,11,26
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf teilkonform Schleifnacharbeit notwendig,8,13,15,51,43,30,5,7,10,7,10,19,-1,19,-1,12,-1,5
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker Verdacht Sandfeuchteabweichung,5,5,5,14,10,7,9,5,2,5,17,5,43,95,30,72,24,50
Qualitätsabweichung Kaltlauf Kaltlauf Dickenmaß Schleifnacharbeit notwendig,7,7,7,55,47,32,7,9,8,9,8,9,-1,57,-1,37,-1,25
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Maßabweichung Sandausbruch HandlingSchadenmm vs Kaltlauf±Sandbindermangelmm Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Qualitätsabweichung Sandausbruch Sandausbruch Dickenmaß Wärmenachbehandlung eingeleitet,7,7,7,55,47,32,7,9,7,9,19,9,48,56,32,37,-1,25
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil,1,1,16,82,71,50,5,1,10,1,5,1,-1,73,-1,57,-1,41
Ausschuss Funktionstest an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Normabweichung Schleifnacharbeit notwendig,6,6,6,50,42,-1,2,1,12,13,16,17,30,9,-1,9,-1,-1
Ausschuss Materialfehler an Zylinderkopf ¦ Ursache Sandfeuchte zu hoch ≥ Verdacht Formüberhitzung,3,3,17,81,70,-1,2,1,0,12,16,12,44,32,-1,27,-1,13
Sandfeuchte Sandbindermangel außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,40,36,23,2,0,0,0,0,0,41,50,29,41,23,29
Ausschuss Oberflächenfehler an Radträger Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,3,3,3,87,75,54,0,5,14,5,14,5,-1,96,-1,73,-1,50
Sandfeuchte Kaltlauf außerhalb Toleranz konform Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Legierungsabweichung Si Lunker vs Soll Lunker Kernreparatur läuft,5,13,13,65,-1,37,8,0,13,10,13,10,7,79,7,54,5,39
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Verdacht Formüberhitzung Gießparameter optimiert,9,9,15,52,44,29,4,1,12,1,12,1,26,52,19,43,16,26
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Chargenanalyse C Si Kernreparatur läuft,4,4,4,72,62,46,3,1,3,12,3,1,-1,53,-1,44,-1,30
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form,5,11,11,38,34,12,7,5,7,13,7,13,-1,120,-1,85,-1,49
Formdruckabweichung Sandbindermangel vs Sandausbruch Form Schleifnacharbeit notwendig,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Qualitätsabweichung Kernschale Verschleiß Kernschale Verschleiß Porosität Normabweichung Schleifnacharbeit notwendig,7,7,7,49,41,28,5,9,10,9,10,9,52,55,35,36,29,24
